work_year,experience_level,employment_type,job_title,salary,salary_currency,salary_in_usd,employee_residence,remote_ratio,company_location,company_size
2023,SE,FT,Data Architect,170000,USD,170000,US,100,US,M
2023,SE,FT,Data Architect,110000,USD,110000,US,100,US,M
2022,SE,FT,Data Architect,190000,USD,190000,US,100,US,M
2022,SE,FT,Data Architect,135000,USD,135000,US,100,US,M
2022,SE,FT,Data Architect,149040,USD,149040,US,100,US,M
2022,SE,FT,Data Architect,113900,USD,113900,US,100,US,M
2022,SE,FT,Data Architect,190000,USD,190000,US,100,US,M
2022,SE,FT,Data Architect,135000,USD,135000,US,100,US,M
2022,SE,FT,Data Architect,235000,USD,235000,US,100,US,M
2022,SE,FT,Data Architect,175000,USD,175000,US,100,US,M
2022,SE,FT,Data Architect,192564,USD,192564,US,100,US,M
2022,SE,FT,Data Architect,144854,USD,144854,US,100,US,M
2022,SE,FT,Data Architect,210000,USD,210000,US,100,US,M
2022,SE,FT,Data Architect,136000,USD,136000,US,100,US,M
2022,SE,FT,Data Architect,128000,USD,128000,US,0,US,M
2022,SE,FT,Data Architect,81500,USD,81500,US,0,US,M
2022,SE,FT,Data Architect,345600,USD,345600,US,0,US,M
2022,SE,FT,Data Architect,230400,USD,230400,US,0,US,M
2022,SE,FT,Data Architect,225000,USD,225000,US,100,US,M
2022,SE,FT,Data Architect,66000,USD,66000,US,100,US,M
2022,SE,FT,Data Architect,180000,USD,180000,US,100,US,M
2022,SE,FT,Data Architect,160000,USD,160000,US,100,US,M
2022,SE,FT,Data Architect,190000,USD,190000,US,100,US,M
2022,SE,FT,Data Architect,135000,USD,135000,US,100,US,M
2022,SE,FT,Data Architect,195400,USD,195400,US,100,US,L
2022,SE,FT,Data Architect,131300,USD,131300,US,100,US,L
2022,SE,FT,Data Architect,195400,USD,195400,US,100,US,L
2022,SE,FT,Data Architect,131300,USD,131300,US,100,US,L
2022,SE,FT,Data Architect,190000,USD,190000,US,100,US,M
2022,SE,FT,Data Architect,135000,USD,135000,US,100,US,M
2022,SE,FT,Data Architect,190000,USD,190000,US,100,US,M
2022,SE,FT,Data Architect,135000,USD,135000,US,100,US,M
2022,SE,FT,Data Architect,149040,USD,149040,US,100,US,M
2022,SE,FT,Data Architect,113900,USD,113900,US,100,US,M
2022,SE,FT,Data Architect,141300,USD,141300,US,0,US,M
2022,SE,FT,Data Architect,102100,USD,102100,US,0,US,M
2022,SE,FT,Data Architect,250000,USD,250000,US,0,US,M
2022,SE,FT,Data Architect,63000,USD,63000,US,0,US,M
2022,SE,FT,Data Architect,250000,USD,250000,US,0,US,M
2022,SE,FT,Data Architect,63000,USD,63000,US,0,US,M
2022,SE,FT,Data Architect,208775,USD,208775,US,100,US,M
2022,SE,FT,Data Architect,147800,USD,147800,US,100,US,M
2022,SE,FT,Data Architect,192400,USD,192400,CA,100,CA,M
2022,SE,FT,Data Architect,90700,USD,90700,CA,100,CA,M
2022,SE,FT,Data Architect,266400,USD,266400,US,100,US,M
2022,SE,FT,Data Architect,213120,USD,213120,US,100,US,M
2022,SE,FT,Data Architect,192564,USD,192564,US,100,US,M
2022,SE,FT,Data Architect,144854,USD,144854,US,100,US,M
2021,MI,FT,Data Architect,170000,USD,170000,US,100,US,L
2021,MI,FT,Data Architect,150000,USD,150000,US,100,US,L
2021,MI,FT,Data Architect,180000,USD,180000,US,100,US,L
