work_year,experience_level,employment_type,job_title,salary,salary_currency,salary_in_usd,employee_residence,remote_ratio,company_location,company_size
2022,SE,FT,Research Scientist,150000,USD,150000,US,100,US,M
2022,SE,FT,Research Scientist,300000,USD,300000,US,100,US,M
2022,SE,FT,Research Scientist,196000,USD,196000,US,100,US,M
2022,MI,FT,Research Scientist,120000,EUR,126080,DE,0,DE,S
2022,MI,FT,Research Scientist,80000,EUR,84053,DE,0,DE,S
2022,MI,FT,Research Scientist,145000,USD,145000,US,50,US,L
2022,EX,FT,Research Scientist,80000,EUR,84053,NL,0,NL,L
2022,SE,FT,Research Scientist,85000,EUR,89306,FR,50,FR,L
2021,MI,FT,Research Scientist,69999,USD,69999,CZ,50,CZ,L
2022,MI,FT,Research Scientist,59000,EUR,61989,AT,0,AT,L
2022,EN,FT,Research Scientist,120000,USD,120000,US,100,US,L
2022,SE,FT,Research Scientist,144000,USD,144000,US,50,US,L
2021,MI,FT,Research Scientist,53000,EUR,62649,FR,50,FR,M
2020,MI,FT,Research Scientist,450000,USD,450000,US,0,US,M
2021,EN,FT,Research Scientist,60000,GBP,82528,GB,50,GB,L
2021,MI,FT,Research Scientist,235000,CAD,187442,CA,100,CA,L
2021,SE,FT,Research Scientist,51400,EUR,60757,PT,50,PT,L
2020,EN,FT,Research Scientist,42000,USD,42000,NL,50,NL,L
2021,MI,FT,Research Scientist,80000,CAD,63810,CA,100,CA,M
2021,EN,FT,Research Scientist,100000,USD,100000,JE,0,CN,L
2021,SE,FT,Research Scientist,120500,CAD,96113,CA,50,CA,L
2021,MI,FT,Research Scientist,48000,EUR,56738,FR,50,FR,S
2021,SE,FT,Research Scientist,50000,USD,50000,FR,100,US,S
