work_year,experience_level,employment_type,job_title,salary,salary_currency,salary_in_usd,employee_residence,remote_ratio,company_location,company_size,remote_status
2023,SE,FT,['Remote'],120000,USD,120000,US,100,US,M,Remote
2023,SE,FT,['Remote'],157750,USD,157750,US,100,US,M,Remote
2023,SE,FT,['Remote'],104650,USD,104650,US,100,US,M,Remote
2023,MI,FT,['Remote'],180000,USD,180000,US,100,US,M,Remote
2023,MI,FT,['Remote'],140000,USD,140000,US,100,US,M,Remote
2023,EN,FT,['Remote'],60000,USD,60000,US,100,US,M,Remote
2023,SE,FT,['Remote'],105000,USD,105000,US,100,US,M,Remote
2023,SE,FT,['Remote'],90000,USD,90000,US,100,US,M,Remote
2023,SE,FT,['Remote'],175000,USD,175000,US,100,US,M,Remote
2023,SE,FT,['Remote'],145000,USD,145000,US,100,US,M,Remote
2023,SE,FT,['Remote'],237000,USD,237000,US,100,US,M,Remote
2023,SE,FT,['Remote'],145000,USD,145000,US,100,US,M,Remote
2023,EN,FT,['Remote'],64200,USD,64200,US,100,US,M,Remote
2023,EN,FT,['Remote'],56100,USD,56100,US,100,US,M,Remote
2023,SE,FT,['Remote'],208450,USD,208450,US,100,US,M,Remote
2023,SE,FT,['Remote'],170550,USD,170550,US,100,US,M,Remote
2023,SE,FT,['Remote'],200000,USD,200000,US,100,US,M,Remote
2023,SE,FT,['Remote'],170000,USD,170000,US,100,US,M,Remote
2023,SE,FT,['Remote'],205000,USD,205000,US,100,US,M,Remote
2023,SE,FT,['Remote'],184000,USD,184000,US,100,US,M,Remote
2023,SE,FT,['Remote'],115000,USD,115000,CA,100,CA,M,Remote
2023,SE,FT,['Remote'],95000,USD,95000,CA,100,CA,M,Remote
2023,EN,FT,['Remote'],92700,USD,92700,US,100,US,M,Remote
2023,EN,FT,['Remote'],61800,USD,61800,US,100,US,M,Remote
2023,SE,FT,['Remote'],160000,USD,160000,US,100,US,M,Remote
2023,SE,FT,['Remote'],130000,USD,130000,US,100,US,M,Remote
2022,EN,FT,['Remote'],57000,EUR,59888,NL,100,NL,L,Remote
2023,EX,FT,['Remote'],286000,USD,286000,US,100,US,M,Remote
2023,EX,FT,['Remote'],207000,USD,207000,US,100,US,M,Remote
2023,SE,FT,['Remote'],100000,USD,100000,US,100,US,M,Remote
2023,SE,FT,['Remote'],80000,USD,80000,US,100,US,M,Remote
2023,SE,FT,['Remote'],297300,USD,297300,US,100,US,M,Remote
2023,SE,FT,['Remote'],198200,USD,198200,US,100,US,M,Remote
2023,MI,FT,['Remote'],210000,USD,210000,US,100,US,M,Remote
2023,MI,FT,['Remote'],151800,USD,151800,US,100,US,M,Remote
2023,SE,FT,['Remote'],200000,USD,200000,US,100,US,M,Remote
2023,SE,FT,['Remote'],170000,USD,170000,US,100,US,M,Remote
2023,MI,FT,['Remote'],134000,USD,134000,US,100,US,M,Remote
2023,MI,FT,['Remote'],124000,USD,124000,US,100,US,M,Remote
2023,SE,FT,['Remote'],185000,USD,185000,US,100,US,M,Remote
2023,SE,FT,['Remote'],120250,USD,120250,US,100,US,M,Remote
2023,SE,FT,['Remote'],275300,USD,275300,US,100,US,M,Remote
2023,SE,FT,['Remote'],183000,USD,183000,US,100,US,M,Remote
2023,SE,FT,['Remote'],170000,USD,170000,US,100,US,M,Remote
2023,SE,FT,['Remote'],125000,USD,125000,US,100,US,M,Remote
2023,SE,FT,['Remote'],216000,USD,216000,US,100,US,M,Remote
2023,SE,FT,['Remote'],184000,USD,184000,US,100,US,M,Remote
2023,SE,FT,['Remote'],180000,USD,180000,US,100,US,M,Remote
2023,SE,FT,['Remote'],165000,USD,165000,US,100,US,M,Remote
2023,SE,FT,['Remote'],173000,USD,173000,US,100,US,M,Remote
2023,SE,FT,['Remote'],132000,USD,132000,US,100,US,M,Remote
2023,SE,FT,['Remote'],275300,USD,275300,US,100,US,M,Remote
2023,SE,FT,['Remote'],183500,USD,183500,US,100,US,M,Remote
2023,SE,FT,['Remote'],190000,USD,190000,US,100,US,M,Remote
2023,SE,FT,['Remote'],95000,USD,95000,US,100,US,M,Remote
2023,SE,FT,['Remote'],275300,USD,275300,US,100,US,M,Remote
2023,SE,FT,['Remote'],183500,USD,183500,US,100,US,M,Remote
2023,SE,FT,['Remote'],100000,USD,100000,US,100,US,M,Remote
2023,SE,FT,['Remote'],80000,USD,80000,US,100,US,M,Remote
2023,SE,FT,['Remote'],160000,USD,160000,CA,100,CA,M,Remote
2023,SE,FT,['Remote'],145000,USD,145000,CA,100,CA,M,Remote
2022,MI,FT,['Remote'],70000,EUR,73546,DE,100,DE,M,Remote
2023,SE,FT,['Remote'],160000,USD,160000,US,100,US,M,Remote
2023,SE,FT,['Remote'],130000,USD,130000,US,100,US,M,Remote
2023,MI,FT,['Remote'],75000,USD,75000,US,100,US,M,Remote
2023,MI,FT,['Remote'],60400,USD,60400,US,100,US,M,Remote
2023,EN,FT,['Remote'],85000,USD,85000,US,100,US,M,Remote
2023,EN,FT,['Remote'],75000,USD,75000,US,100,US,M,Remote
2023,EN,FT,['Remote'],92700,USD,92700,US,100,US,M,Remote
2023,EN,FT,['Remote'],61800,USD,61800,US,100,US,M,Remote
2022,SE,FT,['Remote'],164000,EUR,172309,IE,100,IE,L,Remote
2023,MI,FT,['Remote'],56000,EUR,60093,AT,100,DE,M,Remote
2023,MI,FT,['Remote'],83500,USD,83500,US,100,US,M,Remote
2023,MI,FT,['Remote'],52500,USD,52500,US,100,US,M,Remote
2023,SE,FT,['Remote'],165000,USD,165000,US,100,US,M,Remote
2023,SE,FT,['Remote'],140000,USD,140000,US,100,US,M,Remote
2023,EN,FT,['Remote'],62000,USD,62000,US,100,US,M,Remote
2023,EN,FT,['Remote'],58000,USD,58000,US,100,US,M,Remote
2023,SE,FT,['Remote'],237000,USD,237000,US,100,US,M,Remote
2023,SE,FT,['Remote'],145000,USD,145000,US,100,US,M,Remote
2023,MI,FT,['Remote'],90000,USD,90000,US,100,US,M,Remote
2023,MI,FT,['Remote'],90000,USD,90000,US,100,US,M,Remote
2023,SE,FT,['Remote'],186300,USD,186300,US,100,US,M,Remote
2023,SE,FT,['Remote'],102500,USD,102500,US,100,US,M,Remote
2023,SE,FT,['Remote'],149040,USD,149040,US,100,US,M,Remote
2023,SE,FT,['Remote'],113900,USD,113900,US,100,US,M,Remote
2023,SE,FT,['Remote'],153600,USD,153600,US,100,US,M,Remote
2023,SE,FT,['Remote'],106800,USD,106800,US,100,US,M,Remote
2023,SE,FT,['Remote'],172600,USD,172600,US,100,US,M,Remote
2023,SE,FT,['Remote'],107900,USD,107900,US,100,US,M,Remote
2023,SE,FT,['Remote'],376080,USD,376080,US,100,US,M,Remote
2023,SE,FT,['Remote'],213120,USD,213120,US,100,US,M,Remote
2023,SE,FT,['Remote'],206500,USD,206500,US,100,US,M,Remote
2023,SE,FT,['Remote'],121600,USD,121600,US,100,US,M,Remote
2023,SE,FT,['Remote'],170000,USD,170000,US,100,US,L,Remote
2023,SE,FT,['Remote'],90000,USD,90000,US,100,US,L,Remote
2023,EN,FT,['Remote'],95000,USD,95000,US,100,US,M,Remote
2023,EN,FT,['Remote'],70000,USD,70000,US,100,US,M,Remote
2023,SE,FT,['Remote'],115934,USD,115934,US,100,US,M,Remote
2023,SE,FT,['Remote'],81666,USD,81666,US,100,US,M,Remote
2023,SE,FT,['Remote'],150000,USD,150000,US,100,US,M,Remote
2023,SE,FT,['Remote'],120000,USD,120000,US,100,US,M,Remote
2023,SE,FT,['Remote'],138000,USD,138000,GB,100,GB,M,Remote
2023,SE,FT,['Remote'],92000,USD,92000,GB,100,GB,M,Remote
2023,SE,FT,['Remote'],110000,USD,110000,US,100,US,M,Remote
2023,SE,FT,['Remote'],75000,USD,75000,US,100,US,M,Remote
2023,MI,FT,['Remote'],70000,GBP,85066,GB,100,GB,M,Remote
2023,MI,FT,['Remote'],47500,GBP,57723,GB,100,GB,M,Remote
2023,SE,FT,['Remote'],185000,USD,185000,US,100,US,M,Remote
2023,SE,FT,['Remote'],120250,USD,120250,US,100,US,M,Remote
2023,MI,FT,['Remote'],130000,USD,130000,US,100,US,L,Remote
2023,SE,FT,['Remote'],297300,USD,297300,US,100,US,M,Remote
2023,SE,FT,['Remote'],198200,USD,198200,US,100,US,M,Remote
2023,SE,FT,['Remote'],184000,USD,184000,US,100,US,M,Remote
2023,SE,FT,['Remote'],143000,USD,143000,US,100,US,M,Remote
2023,SE,FT,['Remote'],275300,USD,275300,US,100,US,M,Remote
2023,SE,FT,['Remote'],183500,USD,183500,US,100,US,M,Remote
2023,MI,FT,['Remote'],75000,USD,75000,US,100,US,M,Remote
2023,MI,FT,['Remote'],65000,USD,65000,US,100,US,M,Remote
2023,SE,FT,['Remote'],149040,USD,149040,US,100,US,M,Remote
2023,SE,FT,['Remote'],113900,USD,113900,US,100,US,M,Remote
2023,MI,FT,['Remote'],100000,SGD,75020,SG,100,SG,L,Remote
2023,MI,FT,['Remote'],1400000,INR,17022,IN,100,IN,L,Remote
2023,EX,FT,['Remote'],210914,USD,210914,US,100,US,M,Remote
2023,EX,FT,['Remote'],116704,USD,116704,US,100,US,M,Remote
2023,EN,FT,['Remote'],75000,USD,75000,US,100,US,M,Remote
2023,EN,FT,['Remote'],60000,USD,60000,US,100,US,M,Remote
2023,SE,FT,['Remote'],160000,USD,160000,US,100,US,M,Remote
2023,SE,FT,['Remote'],130000,USD,130000,US,100,US,M,Remote
2023,SE,FT,['Remote'],193000,USD,193000,US,100,US,M,Remote
2023,SE,FT,['Remote'],136850,USD,136850,US,100,US,M,Remote
2023,SE,FT,['Remote'],276000,USD,276000,US,100,US,M,Remote
2023,SE,FT,['Remote'],178500,USD,178500,US,100,US,M,Remote
2023,MI,FT,['Remote'],70000,EUR,75116,SI,100,SI,M,Remote
2023,MI,FT,['Remote'],45000,EUR,48289,SI,100,SI,M,Remote
2022,SE,FT,['Remote'],130000,USD,130000,US,100,US,L,Remote
2021,MI,FT,['Remote'],150000,USD,150000,US,100,US,M,Remote
2023,SE,FT,['Remote'],260000,USD,260000,CA,100,CA,M,Remote
2023,SE,FT,['Remote'],110000,USD,110000,CA,100,CA,M,Remote
2023,SE,FT,['Remote'],170000,USD,170000,US,100,US,M,Remote
2023,SE,FT,['Remote'],130000,USD,130000,US,100,US,M,Remote
2023,SE,FT,['Remote'],188500,USD,188500,US,100,US,M,Remote
2023,SE,FT,['Remote'],117000,USD,117000,US,100,US,M,Remote
2023,SE,FT,['Remote'],250000,USD,250000,US,100,US,M,Remote
2023,SE,FT,['Remote'],138000,USD,138000,US,100,US,M,Remote
2023,MI,FT,['Remote'],130000,USD,130000,CA,100,CA,M,Remote
2023,MI,FT,['Remote'],100000,USD,100000,CA,100,CA,M,Remote
2023,SE,FT,['Remote'],153600,USD,153600,US,100,US,M,Remote
2023,SE,FT,['Remote'],106800,USD,106800,US,100,US,M,Remote
2023,MI,FT,['Remote'],185000,USD,185000,US,100,US,M,Remote
2023,MI,FT,['Remote'],125000,USD,125000,US,100,US,M,Remote
2023,SE,FT,['Remote'],127000,USD,127000,US,100,US,M,Remote
2023,SE,FT,['Remote'],94000,USD,94000,US,100,US,M,Remote
2023,MI,FT,['Remote'],200000,USD,200000,US,100,US,M,Remote
2023,MI,FT,['Remote'],150000,USD,150000,US,100,US,M,Remote
2023,SE,FT,['Remote'],161500,USD,161500,US,100,US,M,Remote
2023,SE,FT,['Remote'],119500,USD,119500,US,100,US,M,Remote
2023,EN,FT,['Remote'],200000,EUR,214618,DE,100,DE,L,Remote
2023,MI,FT,['Remote'],72000,USD,72000,MX,100,MX,M,Remote
2023,MI,FT,['Remote'],60000,USD,60000,MX,100,MX,M,Remote
2023,SE,FT,['Remote'],186300,USD,186300,US,100,US,M,Remote
2023,SE,FT,['Remote'],123900,USD,123900,US,100,US,M,Remote
2023,MI,FT,['Remote'],340000,USD,340000,US,100,US,M,Remote
2023,MI,FT,['Remote'],150000,USD,150000,US,100,US,M,Remote
2023,EN,FT,['Remote'],100000,USD,100000,UZ,100,US,L,Remote
2023,EX,FT,['Remote'],310000,USD,310000,US,100,US,M,Remote
2023,EX,FT,['Remote'],239000,USD,239000,US,100,US,M,Remote
2023,MI,FT,['Remote'],150000,USD,150000,US,100,US,M,Remote
2023,MI,FT,['Remote'],97750,USD,97750,US,100,US,M,Remote
2023,SE,FT,['Remote'],120000,USD,120000,US,100,US,M,Remote
2023,SE,FT,['Remote'],75000,USD,75000,US,100,US,M,Remote
2023,MI,FT,['Remote'],116990,USD,116990,US,100,US,M,Remote
2023,MI,FT,['Remote'],82920,USD,82920,US,100,US,M,Remote
2023,SE,FT,['Remote'],121500,USD,121500,US,100,US,M,Remote
2023,SE,FT,['Remote'],78000,USD,78000,US,100,US,M,Remote
2023,MI,FT,['Remote'],65000,GBP,78990,GB,100,GB,M,Remote
2023,MI,FT,['Remote'],36050,GBP,43809,GB,100,GB,M,Remote
2023,SE,FT,['Remote'],275300,USD,275300,US,100,US,M,Remote
2023,SE,FT,['Remote'],183000,USD,183000,US,100,US,M,Remote
2023,SE,FT,['Remote'],160000,USD,160000,US,100,US,M,Remote
2023,SE,FT,['Remote'],130000,USD,130000,US,100,US,M,Remote
2023,SE,FT,['Remote'],175000,USD,175000,US,100,US,M,Remote
2023,SE,FT,['Remote'],160000,USD,160000,US,100,US,M,Remote
2023,EN,FT,['Remote'],85000,USD,85000,US,100,US,M,Remote
2023,EN,FT,['Remote'],75000,USD,75000,US,100,US,M,Remote
2023,SE,FT,['Remote'],145000,USD,145000,US,100,US,M,Remote
2023,SE,FT,['Remote'],90000,USD,90000,US,100,US,M,Remote
2023,SE,FT,['Remote'],160000,USD,160000,US,100,US,M,Remote
2023,SE,FT,['Remote'],130000,USD,130000,US,100,US,M,Remote
2022,EN,PT,['Remote'],34320,USD,34320,US,100,US,S,Remote
2022,MI,FT,['Remote'],48000,BRL,9289,BR,100,BR,M,Remote
2023,SE,FT,['Remote'],70000,EUR,75116,PT,100,PT,L,Remote
2023,SE,FT,['Remote'],175000,USD,175000,US,100,US,M,Remote
2023,SE,FT,['Remote'],130000,USD,130000,US,100,US,M,Remote
2023,SE,FT,['Remote'],122000,USD,122000,US,100,US,M,Remote
2023,SE,FT,['Remote'],93800,USD,93800,US,100,US,M,Remote
2023,SE,FT,['Remote'],150000,USD,150000,MX,100,MX,M,Remote
2023,SE,FT,['Remote'],90000,USD,90000,MX,100,MX,M,Remote
2023,SE,FT,['Remote'],165000,USD,165000,US,100,US,M,Remote
2023,SE,FT,['Remote'],112000,USD,112000,US,100,US,M,Remote
2023,SE,FT,['Remote'],67000,EUR,71897,DE,100,DE,M,Remote
2023,SE,FT,['Remote'],1300000,INR,15806,IN,100,IN,S,Remote
2023,SE,FT,['Remote'],136000,USD,136000,US,100,US,M,Remote
2023,SE,FT,['Remote'],104000,USD,104000,US,100,US,M,Remote
2023,EX,FT,['Remote'],310000,USD,310000,US,100,US,M,Remote
2023,EX,FT,['Remote'],239000,USD,239000,US,100,US,M,Remote
2022,SE,FT,['Remote'],192000,USD,192000,US,100,US,L,Remote
2023,SE,FT,['Remote'],100000,EUR,107309,DE,100,DE,S,Remote
2023,SE,FT,['Remote'],80000,EUR,85847,DE,100,DE,S,Remote
2023,SE,FT,['Remote'],170500,USD,170500,US,100,US,M,Remote
2023,SE,FT,['Remote'],85000,USD,85000,US,100,US,M,Remote
2023,SE,FT,['Remote'],179975,USD,179975,US,100,US,M,Remote
2023,SE,FT,['Remote'],86466,USD,86466,US,100,US,M,Remote
2023,SE,FT,['Remote'],165000,USD,165000,US,100,US,M,Remote
2023,SE,FT,['Remote'],125000,USD,125000,US,100,US,M,Remote
2022,EN,FT,['Remote'],168000,USD,168000,US,100,US,M,Remote
2023,SE,FT,['Remote'],202000,USD,202000,US,100,US,M,Remote
2023,SE,FT,['Remote'],135000,USD,135000,US,100,US,M,Remote
2023,SE,FT,['Remote'],104000,USD,104000,US,100,US,M,Remote
2023,SE,FT,['Remote'],65000,USD,65000,US,100,US,M,Remote
2023,SE,FT,['Remote'],269000,USD,269000,CA,100,CA,M,Remote
2023,SE,FT,['Remote'],158000,USD,158000,CA,100,CA,M,Remote
2023,MI,FT,['Remote'],150000,USD,150000,US,100,US,M,Remote
2023,MI,FT,['Remote'],100000,USD,100000,US,100,US,M,Remote
2023,SE,FT,['Remote'],290000,USD,290000,US,100,US,M,Remote
2023,SE,FT,['Remote'],210000,USD,210000,US,100,US,M,Remote
2023,MI,FT,['Remote'],95000,GBP,115447,GB,100,GB,L,Remote
2023,SE,FT,['Remote'],110000,USD,110000,US,100,US,S,Remote
2023,SE,FT,['Remote'],80000,USD,80000,US,100,US,S,Remote
2023,SE,FT,['Remote'],137500,USD,137500,US,100,US,M,Remote
2023,SE,FT,['Remote'],81500,USD,81500,US,100,US,M,Remote
2023,SE,FT,['Remote'],186000,USD,186000,US,100,US,M,Remote
2023,SE,FT,['Remote'],153088,USD,153088,US,100,US,M,Remote
2023,MI,FT,['Remote'],190000,USD,190000,US,100,US,M,Remote
2023,MI,FT,['Remote'],160000,USD,160000,US,100,US,M,Remote
2023,SE,FT,['Remote'],200000,USD,200000,US,100,US,M,Remote
2023,SE,FT,['Remote'],150000,USD,150000,US,100,US,M,Remote
2023,SE,FT,['Remote'],240000,USD,240000,US,100,US,M,Remote
2023,SE,FT,['Remote'],180000,USD,180000,US,100,US,M,Remote
2023,SE,FT,['Remote'],200000,USD,200000,US,100,US,M,Remote
2023,SE,FT,['Remote'],150000,USD,150000,US,100,US,M,Remote
2023,SE,FT,['Remote'],144000,USD,144000,US,100,US,M,Remote
2023,SE,FT,['Remote'],66000,USD,66000,US,100,US,M,Remote
2023,SE,FT,['Remote'],259000,USD,259000,US,100,US,M,Remote
2023,SE,FT,['Remote'],146000,USD,146000,US,100,US,M,Remote
2023,EX,FT,['Remote'],310000,USD,310000,US,100,US,M,Remote
2023,EX,FT,['Remote'],239000,USD,239000,US,100,US,M,Remote
2023,SE,FT,['Remote'],142000,USD,142000,US,100,US,M,Remote
2023,SE,FT,['Remote'],95000,USD,95000,US,100,US,M,Remote
2023,MI,FT,['Remote'],140000,USD,140000,US,100,US,M,Remote
