work_year,experience_level,employment_type,job_title,salary,salary_currency,salary_in_usd,employee_residence,remote_ratio,company_location,company_size,remote_status
2023,SE,FT,['In-Office'],342300,USD,342300,US,0,US,L,In-Office
2023,SE,FT,['In-Office'],176100,USD,176100,US,0,US,L,In-Office
2023,EN,FT,['In-Office'],85000,USD,85000,US,0,US,M,In-Office
2023,EN,FT,['In-Office'],65000,USD,65000,US,0,US,M,In-Office
2023,EN,FT,['In-Office'],75000,USD,75000,US,0,US,M,In-Office
2023,EN,FT,['In-Office'],70000,USD,70000,US,0,US,M,In-Office
2023,SE,FT,['In-Office'],204500,USD,204500,US,0,US,M,In-Office
2023,SE,FT,['In-Office'],138900,USD,138900,US,0,US,M,In-Office
2023,SE,FT,['In-Office'],195000,USD,195000,US,0,US,M,In-Office
2023,SE,FT,['In-Office'],160000,USD,160000,US,0,US,M,In-Office
2023,SE,FT,['In-Office'],230000,USD,230000,US,0,US,M,In-Office
2023,SE,FT,['In-Office'],143200,USD,143200,US,0,US,M,In-Office
2023,MI,FT,['In-Office'],105000,USD,105000,US,50,US,L,In-Office
2023,MI,FT,['In-Office'],38000,GBP,46178,GB,0,GB,M,In-Office
2023,MI,FT,['In-Office'],35000,GBP,42533,GB,0,GB,M,In-Office
2023,SE,FT,['In-Office'],145000,USD,145000,US,0,US,M,In-Office
2023,SE,FT,['In-Office'],115000,USD,115000,US,0,US,M,In-Office
2023,SE,FT,['In-Office'],168400,USD,168400,US,0,US,M,In-Office
2023,SE,FT,['In-Office'],105200,USD,105200,US,0,US,M,In-Office
2023,SE,FT,['In-Office'],309400,USD,309400,US,0,US,L,In-Office
2023,SE,FT,['In-Office'],159100,USD,159100,US,0,US,L,In-Office
2023,SE,FT,['In-Office'],190000,USD,190000,US,0,US,M,In-Office
2023,SE,FT,['In-Office'],150000,USD,150000,US,0,US,M,In-Office
2023,MI,FT,['In-Office'],162500,USD,162500,US,0,US,M,In-Office
2023,MI,FT,['In-Office'],130000,USD,130000,US,0,US,M,In-Office
2023,SE,FT,['In-Office'],145000,USD,145000,US,0,US,M,In-Office
2023,SE,FT,['In-Office'],120000,USD,120000,US,0,US,M,In-Office
2023,SE,FT,['In-Office'],222200,USD,222200,US,0,US,L,In-Office
2023,SE,FT,['In-Office'],136000,USD,136000,US,0,US,L,In-Office
2023,SE,FT,['In-Office'],241000,USD,241000,US,0,US,M,In-Office
2023,SE,FT,['In-Office'],155000,USD,155000,US,0,US,M,In-Office
2023,MI,FT,['In-Office'],55000,GBP,66837,GB,0,GB,M,In-Office
2023,MI,FT,['In-Office'],45000,GBP,54685,GB,0,GB,M,In-Office
2020,EX,FT,['In-Office'],15000,USD,15000,NG,0,CA,M,In-Office
2023,SE,FT,['In-Office'],160000,USD,160000,US,0,US,M,In-Office
2023,SE,FT,['In-Office'],140000,USD,140000,US,0,US,M,In-Office
2023,MI,FT,['In-Office'],300000,USD,300000,US,0,US,M,In-Office
2023,MI,FT,['In-Office'],250000,USD,250000,US,0,US,M,In-Office
2023,SE,FT,['In-Office'],228000,USD,228000,US,0,US,M,In-Office
2023,SE,FT,['In-Office'],186000,USD,186000,US,0,US,M,In-Office
2023,SE,FT,['In-Office'],190000,USD,190000,US,0,US,M,In-Office
2023,SE,FT,['In-Office'],170000,USD,170000,US,0,US,M,In-Office
2023,MI,FT,['In-Office'],230000,USD,230000,US,0,US,M,In-Office
2023,MI,FT,['In-Office'],200000,USD,200000,US,0,US,M,In-Office
2023,SE,FT,['In-Office'],50000,EUR,53654,FR,50,FR,S,In-Office
2023,EX,FT,['In-Office'],220000,USD,220000,US,0,US,M,In-Office
2023,EX,FT,['In-Office'],205000,USD,205000,US,0,US,M,In-Office
2023,MI,FT,['In-Office'],180000,USD,180000,US,0,US,M,In-Office
2023,MI,FT,['In-Office'],130000,USD,130000,US,0,US,M,In-Office
2023,SE,FT,['In-Office'],215000,USD,215000,US,0,US,M,In-Office
2023,SE,FT,['In-Office'],170000,USD,170000,US,0,US,M,In-Office
2023,SE,FT,['In-Office'],247500,USD,247500,US,0,US,M,In-Office
2023,SE,FT,['In-Office'],172200,USD,172200,US,0,US,M,In-Office
2023,SE,FT,['In-Office'],224000,USD,224000,CA,0,CA,M,In-Office
2023,SE,FT,['In-Office'],176000,USD,176000,CA,0,CA,M,In-Office
2023,MI,FT,['In-Office'],100000,SGD,75020,FI,0,FI,M,In-Office
2023,SE,FT,['In-Office'],140000,USD,140000,US,0,US,M,In-Office
2023,SE,FT,['In-Office'],120000,USD,120000,US,0,US,M,In-Office
2023,SE,FT,['In-Office'],128000,USD,128000,US,0,US,M,In-Office
2023,SE,FT,['In-Office'],81500,USD,81500,US,0,US,M,In-Office
2023,SE,FT,['In-Office'],145000,USD,145000,US,0,US,M,In-Office
2023,SE,FT,['In-Office'],115000,USD,115000,US,0,US,M,In-Office
2023,SE,FT,['In-Office'],185000,USD,185000,US,0,US,M,In-Office
2023,SE,FT,['In-Office'],140000,USD,140000,US,0,US,M,In-Office
2023,EX,FT,['In-Office'],329500,USD,329500,US,0,US,M,In-Office
2023,EX,FT,['In-Office'],269600,USD,269600,US,0,US,M,In-Office
2023,SE,FT,['In-Office'],100000,USD,100000,US,0,US,M,In-Office
2023,SE,FT,['In-Office'],80000,USD,80000,US,0,US,M,In-Office
2023,SE,FT,['In-Office'],250000,USD,250000,US,0,US,M,In-Office
2023,SE,FT,['In-Office'],162500,USD,162500,US,0,US,M,In-Office
2023,SE,FT,['In-Office'],145000,USD,145000,US,0,US,M,In-Office
2023,SE,FT,['In-Office'],100000,USD,100000,US,0,US,M,In-Office
2023,EX,FT,['In-Office'],145000,USD,145000,US,0,US,M,In-Office
2023,EX,FT,['In-Office'],115000,USD,115000,US,0,US,M,In-Office
2023,SE,FT,['In-Office'],203500,USD,203500,US,0,US,M,In-Office
2023,SE,FT,['In-Office'],152000,USD,152000,US,0,US,M,In-Office
2023,SE,FT,['In-Office'],239000,USD,239000,US,0,US,L,In-Office
2023,SE,FT,['In-Office'],122900,USD,122900,US,0,US,L,In-Office
2023,SE,FT,['In-Office'],237000,USD,237000,US,0,US,M,In-Office
2023,SE,FT,['In-Office'],145000,USD,145000,US,0,US,M,In-Office
2023,SE,FT,['In-Office'],191765,USD,191765,US,0,US,M,In-Office
2023,SE,FT,['In-Office'],134236,USD,134236,US,0,US,M,In-Office
2023,EN,FT,['In-Office'],85000,USD,85000,US,0,US,M,In-Office
2023,EN,FT,['In-Office'],65000,USD,65000,US,0,US,M,In-Office
2023,SE,FT,['In-Office'],135000,USD,135000,US,0,US,M,In-Office
2023,SE,FT,['In-Office'],105500,USD,105500,US,0,US,M,In-Office
2023,SE,FT,['In-Office'],293000,USD,293000,US,0,US,M,In-Office
2023,SE,FT,['In-Office'],185000,USD,185000,US,0,US,M,In-Office
2023,SE,FT,['In-Office'],80000,USD,80000,US,0,US,M,In-Office
2023,SE,FT,['In-Office'],70000,USD,70000,US,0,US,M,In-Office
2023,SE,FT,['In-Office'],200000,USD,200000,US,0,US,M,In-Office
2023,SE,FT,['In-Office'],148500,USD,148500,US,0,US,M,In-Office
2023,SE,FT,['In-Office'],45000,EUR,48289,ES,0,ES,M,In-Office
2023,SE,FT,['In-Office'],36000,EUR,38631,ES,0,ES,M,In-Office
2023,SE,FT,['In-Office'],240500,USD,240500,US,0,US,L,In-Office
2023,SE,FT,['In-Office'],123700,USD,123700,US,0,US,L,In-Office
2023,SE,FT,['In-Office'],260000,USD,260000,US,0,US,L,In-Office
2023,SE,FT,['In-Office'],136000,USD,136000,US,0,US,L,In-Office
2023,EX,FT,['In-Office'],175000,USD,175000,US,0,US,M,In-Office
2023,EX,FT,['In-Office'],110000,USD,110000,US,0,US,M,In-Office
2023,SE,FT,['In-Office'],260000,USD,260000,US,0,US,L,In-Office
2023,SE,FT,['In-Office'],136000,USD,136000,US,0,US,L,In-Office
2023,SE,FT,['In-Office'],195000,USD,195000,US,0,US,M,In-Office
2023,SE,FT,['In-Office'],160000,USD,160000,US,0,US,M,In-Office
2023,SE,FT,['In-Office'],170000,USD,170000,US,0,US,M,In-Office
2023,SE,FT,['In-Office'],135000,USD,135000,US,0,US,M,In-Office
2023,SE,FT,['In-Office'],199000,USD,199000,US,0,US,M,In-Office
2023,SE,FT,['In-Office'],162000,USD,162000,US,0,US,M,In-Office
2023,SE,FT,['In-Office'],222200,USD,222200,US,0,US,L,In-Office
2023,SE,FT,['In-Office'],136000,USD,136000,US,0,US,L,In-Office
2023,SE,FT,['In-Office'],187000,USD,187000,US,0,US,M,In-Office
2023,SE,FT,['In-Office'],128000,USD,128000,US,0,US,M,In-Office
2023,SE,FT,['In-Office'],210000,USD,210000,US,0,US,M,In-Office
2023,SE,FT,['In-Office'],136000,USD,136000,US,0,US,M,In-Office
2023,SE,FT,['In-Office'],179000,USD,179000,US,0,US,M,In-Office
2023,SE,FT,['In-Office'],109000,USD,109000,US,0,US,M,In-Office
2023,SE,FT,['In-Office'],245000,USD,245000,US,0,US,M,In-Office
2023,SE,FT,['In-Office'],180000,USD,180000,US,0,US,M,In-Office
2023,SE,FT,['In-Office'],198800,USD,198800,US,0,US,M,In-Office
2023,SE,FT,['In-Office'],105200,USD,105200,US,0,US,M,In-Office
2023,SE,FT,['In-Office'],210000,USD,210000,US,0,US,M,In-Office
2023,SE,FT,['In-Office'],155000,USD,155000,US,0,US,M,In-Office
2023,SE,FT,['In-Office'],165000,USD,165000,US,0,US,M,In-Office
2023,SE,FT,['In-Office'],140000,USD,140000,US,0,US,M,In-Office
2023,SE,FT,['In-Office'],139000,USD,139000,US,0,US,M,In-Office
2023,SE,FT,['In-Office'],106000,USD,106000,US,0,US,M,In-Office
2023,EN,FT,['In-Office'],55000,CAD,40663,CA,0,CA,L,In-Office
2022,SE,FT,['In-Office'],275000,USD,275000,CA,0,CA,S,In-Office
2023,SE,FL,['In-Office'],50000,USD,50000,UA,50,UA,S,In-Office
2023,SE,FT,['In-Office'],250500,USD,250500,US,0,US,M,In-Office
2023,SE,FT,['In-Office'],159500,USD,159500,US,0,US,M,In-Office
2023,SE,FT,['In-Office'],145000,USD,145000,US,0,US,M,In-Office
2023,SE,FT,['In-Office'],115000,USD,115000,US,0,US,M,In-Office
2023,SE,FT,['In-Office'],140000,USD,140000,US,0,US,M,In-Office
2023,SE,FT,['In-Office'],120000,USD,120000,US,0,US,M,In-Office
2023,EN,FT,['In-Office'],85000,USD,85000,US,0,US,M,In-Office
2023,EN,FT,['In-Office'],65000,USD,65000,US,0,US,M,In-Office
2023,SE,FT,['In-Office'],257000,USD,257000,US,0,US,M,In-Office
2023,SE,FT,['In-Office'],147000,USD,147000,US,0,US,M,In-Office
2023,EN,FT,['In-Office'],213660,USD,213660,US,0,US,L,In-Office
2023,EN,FT,['In-Office'],130760,USD,130760,US,0,US,L,In-Office
2023,SE,FT,['In-Office'],221000,USD,221000,US,0,US,M,In-Office
2023,SE,FT,['In-Office'],147000,USD,147000,US,0,US,M,In-Office
2023,SE,FT,['In-Office'],100000,USD,100000,US,0,US,M,In-Office
2023,SE,FT,['In-Office'],80000,USD,80000,US,0,US,M,In-Office
2023,SE,FT,['In-Office'],185900,USD,185900,US,0,US,M,In-Office
2023,SE,FT,['In-Office'],129300,USD,129300,US,0,US,M,In-Office
2023,SE,FT,['In-Office'],150000,USD,150000,US,0,US,M,In-Office
2023,SE,FT,['In-Office'],130000,USD,130000,US,0,US,M,In-Office
2023,MI,FT,['In-Office'],90000,USD,90000,US,0,US,M,In-Office
2023,MI,FT,['In-Office'],75000,USD,75000,US,0,US,M,In-Office
2023,MI,FT,['In-Office'],161200,GBP,195895,GB,0,GB,M,In-Office
2023,MI,FT,['In-Office'],84570,GBP,102772,GB,0,GB,M,In-Office
2023,SE,FT,['In-Office'],240000,USD,240000,US,0,US,M,In-Office
2023,SE,FT,['In-Office'],183600,USD,183600,US,0,US,M,In-Office
2023,MI,FT,['In-Office'],130000,USD,130000,US,0,US,M,In-Office
2023,MI,FT,['In-Office'],80000,USD,80000,US,0,US,M,In-Office
2023,SE,FT,['In-Office'],250000,USD,250000,US,0,US,M,In-Office
2023,SE,FT,['In-Office'],150000,USD,150000,US,0,US,M,In-Office
2023,SE,FT,['In-Office'],289076,USD,289076,US,0,US,M,In-Office
2023,SE,FT,['In-Office'],202353,USD,202353,US,0,US,M,In-Office
2023,SE,FT,['In-Office'],145000,USD,145000,US,0,US,M,In-Office
2023,SE,FT,['In-Office'],120000,USD,120000,US,0,US,M,In-Office
2023,SE,FT,['In-Office'],155000,USD,155000,US,0,US,M,In-Office
2023,SE,FT,['In-Office'],106000,USD,106000,US,0,US,M,In-Office
2023,SE,FT,['In-Office'],200000,USD,200000,US,0,US,M,In-Office
2023,SE,FT,['In-Office'],160000,USD,160000,US,0,US,M,In-Office
2023,EX,FT,['In-Office'],200000,USD,200000,US,0,US,M,In-Office
2023,EX,FT,['In-Office'],145000,USD,145000,US,0,US,M,In-Office
2023,MI,FT,['In-Office'],68000,USD,68000,US,0,US,L,In-Office
2023,SE,FT,['In-Office'],45000,EUR,48289,ES,0,ES,M,In-Office
2023,SE,FT,['In-Office'],36000,EUR,38631,ES,0,ES,M,In-Office
2023,EN,FT,['In-Office'],85000,USD,85000,US,0,US,M,In-Office
2023,EN,FT,['In-Office'],65000,USD,65000,US,0,US,M,In-Office
2023,MI,FT,['In-Office'],125000,USD,125000,US,0,US,M,In-Office
2023,MI,FT,['In-Office'],90000,USD,90000,US,0,US,M,In-Office
2023,SE,FT,['In-Office'],179820,USD,179820,US,0,US,M,In-Office
2023,SE,FT,['In-Office'],143860,USD,143860,US,0,US,M,In-Office
2023,SE,FT,['In-Office'],135000,USD,135000,US,0,US,M,In-Office
2023,SE,FT,['In-Office'],105500,USD,105500,US,0,US,M,In-Office
2023,EN,FT,['In-Office'],155000,USD,155000,US,0,US,M,In-Office
2023,EN,FT,['In-Office'],125000,USD,125000,US,0,US,M,In-Office
2023,SE,FT,['In-Office'],241000,USD,241000,US,0,US,M,In-Office
2023,SE,FT,['In-Office'],181000,USD,181000,US,0,US,M,In-Office
2023,SE,FT,['In-Office'],252000,USD,252000,US,0,US,M,In-Office
2023,SE,FT,['In-Office'],154000,USD,154000,US,0,US,M,In-Office
2023,EX,FT,['In-Office'],180000,USD,180000,US,0,US,M,In-Office
2023,EX,FT,['In-Office'],155000,USD,155000,US,0,US,M,In-Office
2023,SE,FT,['In-Office'],191765,USD,191765,US,0,US,M,In-Office
2023,SE,FT,['In-Office'],134236,USD,134236,US,0,US,M,In-Office
2023,EN,FT,['In-Office'],155000,USD,155000,US,0,US,M,In-Office
2023,EN,FT,['In-Office'],125000,USD,125000,US,0,US,M,In-Office
2023,SE,FT,['In-Office'],80000,USD,80000,US,0,US,M,In-Office
2023,SE,FT,['In-Office'],70000,USD,70000,US,0,US,M,In-Office
2023,SE,FT,['In-Office'],146000,USD,146000,US,0,US,M,In-Office
2023,SE,FT,['In-Office'],75000,USD,75000,US,0,US,M,In-Office
2023,SE,FT,['In-Office'],170000,USD,170000,US,0,US,M,In-Office
2023,SE,FT,['In-Office'],130000,USD,130000,US,0,US,M,In-Office
2023,SE,FT,['In-Office'],125000,USD,125000,US,0,US,M,In-Office
2023,SE,FT,['In-Office'],100000,USD,100000,US,0,US,M,In-Office
2023,MI,FT,['In-Office'],135000,USD,135000,US,0,US,M,In-Office
2023,MI,FT,['In-Office'],120000,USD,120000,US,0,US,M,In-Office
2023,SE,FT,['In-Office'],171250,USD,171250,IE,0,IE,M,In-Office
2023,SE,FT,['In-Office'],113750,USD,113750,IE,0,IE,M,In-Office
2023,SE,FT,['In-Office'],222200,USD,222200,US,0,US,L,In-Office
2023,SE,FT,['In-Office'],136000,USD,136000,US,0,US,L,In-Office
2023,SE,FT,['In-Office'],260000,USD,260000,US,0,US,L,In-Office
2023,SE,FT,['In-Office'],136000,USD,136000,US,0,US,L,In-Office
2023,SE,FT,['In-Office'],153600,USD,153600,US,0,US,M,In-Office
2023,SE,FT,['In-Office'],100500,USD,100500,US,0,US,M,In-Office
2023,MI,FT,['In-Office'],182500,USD,182500,US,0,US,M,In-Office
2023,MI,FT,['In-Office'],121500,USD,121500,US,0,US,M,In-Office
2023,SE,FT,['In-Office'],203100,USD,203100,US,0,US,M,In-Office
2023,SE,FT,['In-Office'],114500,USD,114500,US,0,US,M,In-Office
2023,MI,FT,['In-Office'],60000,GBP,72914,GB,0,GB,M,In-Office
2023,MI,FT,['In-Office'],45000,GBP,54685,GB,0,GB,M,In-Office
2023,SE,FT,['In-Office'],252000,USD,252000,US,0,US,M,In-Office
2023,SE,FT,['In-Office'],129000,USD,129000,US,0,US,M,In-Office
2023,SE,FT,['In-Office'],258000,USD,258000,CA,0,CA,M,In-Office
2023,SE,FT,['In-Office'],190000,USD,190000,CA,0,CA,M,In-Office
2023,SE,FT,['In-Office'],170000,USD,170000,US,0,US,M,In-Office
2023,SE,FT,['In-Office'],135000,USD,135000,US,0,US,M,In-Office
2023,MI,FT,['In-Office'],167500,USD,167500,US,0,US,M,In-Office
2023,MI,FT,['In-Office'],106500,USD,106500,US,0,US,M,In-Office
2023,SE,FT,['In-Office'],195000,USD,195000,US,0,US,M,In-Office
2023,SE,FT,['In-Office'],160000,USD,160000,US,0,US,M,In-Office
2023,MI,FT,['In-Office'],146000,USD,146000,US,0,US,M,In-Office
2023,MI,FT,['In-Office'],75000,USD,75000,US,0,US,M,In-Office
2023,SE,FT,['In-Office'],223250,USD,223250,US,0,US,M,In-Office
2023,SE,FT,['In-Office'],178600,USD,178600,US,0,US,M,In-Office
2023,EX,FT,['In-Office'],353200,USD,353200,US,0,US,M,In-Office
2023,EX,FT,['In-Office'],249300,USD,249300,US,0,US,M,In-Office
2023,MI,FT,['In-Office'],230000,USD,230000,US,0,US,M,In-Office
2023,MI,FT,['In-Office'],220000,USD,220000,US,0,US,M,In-Office
2023,SE,FT,['In-Office'],317070,USD,317070,US,0,US,M,In-Office
2023,SE,FT,['In-Office'],170730,USD,170730,US,0,US,M,In-Office
2023,SE,FT,['In-Office'],128000,USD,128000,US,0,US,M,In-Office
2023,SE,FT,['In-Office'],81500,USD,81500,US,0,US,M,In-Office
2023,EN,FT,['In-Office'],20000,EUR,21461,ES,0,ES,M,In-Office
2023,SE,FT,['In-Office'],108000,USD,108000,UA,0,UA,M,In-Office
2023,SE,FT,['In-Office'],60000,USD,60000,UA,0,UA,M,In-Office
2023,SE,FT,['In-Office'],171250,USD,171250,US,0,US,M,In-Office
2023,SE,FT,['In-Office'],113750,USD,113750,US,0,US,M,In-Office
2023,SE,FT,['In-Office'],165000,USD,165000,US,0,US,M,In-Office
2023,SE,FT,['In-Office'],132300,USD,132300,US,0,US,M,In-Office
2023,SE,FT,['In-Office'],225000,USD,225000,US,0,US,M,In-Office
2023,SE,FT,['In-Office'],175000,USD,175000,US,0,US,M,In-Office
2023,SE,FT,['In-Office'],230000,USD,230000,US,0,US,M,In-Office
2023,SE,FT,['In-Office'],124500,USD,124500,US,0,US,M,In-Office
2023,SE,FT,['In-Office'],247500,USD,247500,US,0,US,M,In-Office
2023,SE,FT,['In-Office'],172200,USD,172200,US,0,US,M,In-Office
2023,SE,FT,['In-Office'],175000,USD,175000,US,0,US,M,In-Office
2023,SE,FT,['In-Office'],145000,USD,145000,US,0,US,M,In-Office
2023,SE,FT,['In-Office'],148700,USD,148700,US,0,US,M,In-Office
2023,SE,FT,['In-Office'],125600,USD,125600,US,0,US,M,In-Office
2023,SE,FT,['In-Office'],145000,USD,145000,US,0,US,M,In-Office
2023,SE,FT,['In-Office'],115000,USD,115000,US,0,US,M,In-Office
2023,SE,FT,['In-Office'],200000,USD,200000,US,0,US,M,In-Office
2023,SE,FT,['In-Office'],150000,USD,150000,US,0,US,M,In-Office
2023,EN,FT,['In-Office'],160000,USD,160000,US,0,US,M,In-Office
2023,EN,FT,['In-Office'],120000,USD,120000,US,0,US,M,In-Office
2023,MI,FT,['In-Office'],167500,USD,167500,US,0,US,M,In-Office
2023,MI,FT,['In-Office'],106500,USD,106500,US,0,US,M,In-Office
2023,SE,FT,['In-Office'],250000,USD,250000,US,0,US,M,In-Office
2023,SE,FT,['In-Office'],200000,USD,200000,US,0,US,M,In-Office
2023,MI,FT,['In-Office'],135000,USD,135000,US,50,US,L,In-Office
2023,SE,FT,['In-Office'],1500000,ILS,423834,IL,0,IL,L,In-Office
2023,SE,FT,['In-Office'],185900,USD,185900,US,0,US,M,In-Office
2023,SE,FT,['In-Office'],129300,USD,129300,US,0,US,M,In-Office
2023,SE,FT,['In-Office'],145000,USD,145000,US,0,US,M,In-Office
2023,SE,FT,['In-Office'],120000,USD,120000,US,0,US,M,In-Office
2023,MI,FT,['In-Office'],143865,USD,143865,US,0,US,M,In-Office
2023,MI,FT,['In-Office'],115092,USD,115092,US,0,US,M,In-Office
2023,MI,FT,['In-Office'],130000,USD,130000,US,0,US,M,In-Office
2023,MI,FT,['In-Office'],90000,USD,90000,US,0,US,M,In-Office
2023,SE,FT,['In-Office'],208049,USD,208049,US,0,US,M,In-Office
